Serial No.,ScreenTimeHrs,Normalized_Screen_Time_hrs,ZoomMeetings,Normalized_ZoomMeetings_Hrs,StressLevel,Normalized_StressLevels,SleepHours,Normalized_SleepHours,BreaksTaken,Normalized_BreakTaken,ExerciseTime_Mins,Normalized_Exercise_Time,Self_Reported_Stress,Self_Reported_Productivity,Stress_Score,Normalized_StressScore,Burnout_Score,Productivity_Score,Mood,Work_Life_Balance (Out of 100)
602,6.2,0.3065693431,3,0.3333333333,7,0.6666666667,7.3,0.6142857143,3,0.5,0.69,0.3254716981,10,8,77.51618759,29.98780446,36.78948853,63.21051147,Good,63
603,9.7,0.5620437956,1,0.1111111111,2,0.1111111111,6.9,0.5571428571,5,0.8333333333,0.3,0.141509434,2,8,78.15281292,33.1480819,8.622597788,91.37740221,Very Good,91
604,10.7,0.6350364964,7,0.7777777778,10,1,7.1,0.5857142857,5,0.8333333333,1,0.4716981132,7,10,82.66674711,55.55574269,85.54124339,14.45875661,Very Bad,14
605,8.8,0.496350365,2,0.2222222222,6,0.5555555556,8.5,0.7857142857,3,0.5,0.06,0.02830188679,6,9,78.34235959,34.08901223,37.86577781,62.13422219,Good,62
606,11.8,0.7153284672,8,0.8888888889,2,0.1111111111,7.5,0.6428571429,2,0.3333333333,1.06,0.5,2,1,85.78820531,71.051001,49.1895493,50.8104507,Neutral,51
607,6.5,0.3284671533,3,0.3333333333,2,0.1111111111,6.3,0.4714285714,3,0.5,0.58,0.2735849057,4,1,79.08557001,37.77838963,10.09347394,89.90652606,Very Good,90
608,5.5,0.2554744526,5,0.5555555556,10,1,4.7,0.2428571429,4,0.6666666667,0.33,0.1556603774,2,10,81.76702365,51.08941746,73.81843421,26.18156579,Bad,26
609,4.4,0.1751824818,9,1,8,0.7777777778,5.4,0.3428571429,5,0.8333333333,0.49,0.2311320755,1,2,82.75110604,55.97450958,65.60259311,34.39740689,Bad,34
610,11,0.6569343066,4,0.4444444444,2,0.1111111111,6.1,0.4428571429,3,0.5,0.45,0.2122641509,3,6,83.73298487,60.84866302,36.32950553,63.67049447,Good,64
611,9.3,0.5328467153,9,1,7,0.6666666667,7.7,0.6714285714,6,1,1.11,0.5235849057,4,1,81.86269896,51.56436011,61.35624766,38.64375234,Bad,39
612,7.9,0.4306569343,0,0,3,0.2222222222,6.5,0.5,6,1,0.04,0.01886792453,10,5,76.23109764,23.60847806,3.795390901,96.2046091,Very Good,96
613,8.6,0.4817518248,8,0.8888888889,8,0.7777777778,5.5,0.3571428571,5,0.8333333333,0.12,0.05660377358,5,5,85.51173807,69.67858756,82.61430386,17.38569614,Very Bad,17
614,5.7,0.2700729927,0,0,7,0.6666666667,5.4,0.3428571429,4,0.6666666667,1.02,0.4811320755,5,4,75.36667782,19.31740391,22.96269043,77.03730957,Good,77
615,12.9,0.795620438,7,0.7777777778,8,0.7777777778,6.4,0.4857142857,1,0.1666666667,0.2,0.09433962264,7,5,89.24868716,88.22920967,100,0,Very Bad,0
616,8.3,0.4598540146,8,0.8888888889,7,0.6666666667,7.8,0.6857142857,4,0.6666666667,0.95,0.4481132075,10,1,81.76481747,51.07846576,60.27977038,39.72022962,Bad,40
617,8.2,0.4525547445,8,0.8888888889,6,0.5555555556,8.9,0.8428571429,0,0,1.35,0.6367924528,8,6,82.3466316,53.96665444,58.02061022,41.97938978,Neutral,42
618,9.5,0.5474452555,0,0,7,0.6666666667,6.2,0.4571428571,0,0,0.3,0.141509434,9,7,81.25127196,48.52916993,56.30224093,43.69775907,Neutral,44
619,9,0.5109489051,1,0.1111111111,5,0.4444444444,6.4,0.4857142857,0,0,0.84,0.3962264151,7,8,80.52775799,44.93756782,39.27208854,60.72791146,Good,61
620,8.4,0.4671532847,0,0,7,0.6666666667,4.7,0.2428571429,5,0.8333333333,0.08,0.03773584906,5,2,79.24439897,38.56683392,43.32209915,56.67790085,Neutral,57
621,6.4,0.3211678832,9,1,1,0,9.4,0.9142857143,6,1,0.88,0.4150943396,9,7,78.23701576,33.56607397,3.539614772,96.46038523,Very Good,96
622,8.9,0.503649635,1,0.1111111111,1,0,4.4,0.2,2,0.3333333333,0.6,0.2830188679,8,6,81.85997643,51.5508452,16.33637852,83.66362148,Very Good,84
623,11.8,0.7153284672,9,1,9,0.8888888889,8.3,0.7571428571,6,1,0.74,0.3490566038,10,9,83.6999154,60.68450254,86.55762357,13.44237643,Very Bad,13
624,10.7,0.6350364964,7,0.7777777778,5,0.4444444444,6,0.4285714286,2,0.3333333333,0.18,0.08490566038,9,8,87.47105978,79.40487384,74.65804483,25.34195517,Bad,25
625,11.2,0.6715328467,4,0.4444444444,5,0.4444444444,5.6,0.3714285714,2,0.3333333333,0.33,0.1556603774,10,4,85.34348061,68.84333918,63.81368389,36.18631611,Bad,36
626,7,0.3649635036,6,0.6666666667,3,0.2222222222,4.8,0.2571428571,6,1,0.75,0.3537735849,8,9,81.51073117,49.8171537,27.10805281,72.89194719,Good,73
627,6,0.2919708029,1,0.1111111111,5,0.4444444444,10,1,5,0.8333333333,0.53,0.25,6,1,71.47526358,0,0,100,Very Good,100
628,7.7,0.4160583942,7,0.7777777778,3,0.2222222222,6.8,0.5428571429,4,0.6666666667,0.34,0.1603773585,4,6,82.73177292,55.87853787,36.58135331,63.41864669,Good,63
629,8.1,0.4452554745,5,0.5555555556,9,0.8888888889,6.5,0.5,2,0.3333333333,0.97,0.4575471698,9,8,81.73347718,50.92288911,71.45327396,28.54672604,Bad,29
630,10.2,0.598540146,7,0.7777777778,9,0.8888888889,7.8,0.6857142857,1,0.1666666667,0.6,0.2830188679,9,4,84.92316726,66.75685795,90.79171394,9.20828606,Very Bad,9
631,4.6,0.1897810219,0,0,6,0.5555555556,5.5,0.3571428571,6,1,1.47,0.6933962264,10,2,72.26708246,3.930675086,0.1379844046,99.8620156,Very Good,100
632,11.1,0.6642335766,0,0,1,0,6.5,0.5,6,1,1.01,0.4764150943,10,2,76.73667539,26.11822102,0,100,Very Good,100
633,7.7,0.4160583942,6,0.6666666667,7,0.6666666667,6.6,0.5142857143,0,0,0.17,0.08018867925,9,10,85.05887684,67.43053511,74.5978253,25.4021747,Bad,25
634,7.1,0.3722627737,7,0.7777777778,7,0.6666666667,5.7,0.3857142857,4,0.6666666667,0.51,0.2405660377,10,1,83.23020486,58.35280827,63.73079487,36.26920513,Bad,36
635,6,0.2919708029,2,0.2222222222,10,1,8.3,0.7571428571,0,0,0.48,0.2264150943,3,5,77.73468257,31.07243734,59.16454946,40.83545054,Neutral,41
636,4.7,0.197080292,4,0.4444444444,10,1,6.2,0.4571428571,6,1,0.29,0.1367924528,3,6,77.32204581,29.02406351,53.15246053,46.84753947,Neutral,47
637,9.6,0.5547445255,0,0,4,0.3333333333,4.2,0.1714285714,6,1,0.03,0.0141509434,6,4,80.11941291,42.91049837,27.85879552,72.14120448,Good,72
638,8.1,0.4452554745,6,0.6666666667,8,0.7777777778,6,0.4285714286,2,0.3333333333,0.22,0.1037735849,6,4,84.60888898,65.19674634,78.44938058,21.55061942,Bad,22
639,5.4,0.2481751825,4,0.4444444444,6,0.5555555556,6.9,0.5571428571,4,0.6666666667,0.52,0.2452830189,6,5,77.93236578,32.05375831,31.04834264,68.95165736,Good,69
640,5.4,0.2481751825,7,0.7777777778,4,0.3333333333,5.2,0.3142857143,3,0.5,0.52,0.2452830189,5,5,83.20855626,58.24534227,41.66739025,58.33260975,Neutral,58
641,7.3,0.3868613139,7,0.7777777778,4,0.3333333333,5.3,0.3285714286,1,0.1666666667,0.38,0.179245283,5,9,86.07861613,72.49263196,57.54740809,42.45259191,Neutral,42
642,11.3,0.6788321168,8,0.8888888889,2,0.1111111111,5.7,0.3857142857,2,0.3333333333,0.34,0.1603773585,2,8,88.83887523,86.19485862,61.50650682,38.49349318,Bad,38
643,7.5,0.401459854,6,0.6666666667,2,0.1111111111,8.3,0.7571428571,6,1,0.7,0.3301886792,7,9,77.9700343,32.24074893,8.102865275,91.89713472,Very Good,92
644,5,0.2189781022,0,0,4,0.3333333333,5.8,0.4,2,0.3333333333,0.86,0.4056603774,4,3,76.03380618,22.62910174,6.358811918,93.64118808,Very Good,94
645,7.5,0.401459854,2,0.2222222222,5,0.4444444444,8.6,0.8,1,0.1666666667,0.61,0.2877358491,3,3,77.57476626,30.27859533,26.55509648,73.44490352,Good,73
646,7.5,0.401459854,7,0.7777777778,8,0.7777777778,5.6,0.3714285714,6,1,0.34,0.1603773585,8,1,82.62388276,55.34295936,67.51496471,32.48503529,Bad,32
647,2.6,0.04379562044,2,0.2222222222,6,0.5555555556,7,0.5714285714,1,0.1666666667,0.8,0.3773584906,4,10,75.46820478,19.82139483,16.82659916,83.17340084,Very Good,83
648,7.9,0.4306569343,7,0.7777777778,4,0.3333333333,5.8,0.4,3,0.5,0.84,0.3962264151,4,6,83.7438859,60.90277692,47.02599887,52.97400113,Neutral,53
649,7.5,0.401459854,0,0,7,0.6666666667,7.6,0.6571428571,2,0.3333333333,0.65,0.3066037736,8,4,76.19770726,23.44272453,31.57456339,68.42543661,Good,68
650,9.4,0.5401459854,4,0.4444444444,8,0.7777777778,4.8,0.2571428571,5,0.8333333333,0.09,0.04245283019,1,8,83.3967279,59.17944678,71.62319458,28.37680542,Bad,28
651,11.7,0.7080291971,3,0.3333333333,2,0.1111111111,7.6,0.6571428571,2,0.3333333333,0.64,0.3018867925,9,2,81.94893528,51.99244658,30.06306359,69.93693641,Good,70
652,10.3,0.6058394161,4,0.4444444444,7,0.6666666667,6.7,0.5285714286,0,0,1.1,0.5188679245,7,2,83.30990659,58.74845635,67.89364139,32.10635861,Bad,32
653,7.5,0.401459854,7,0.7777777778,2,0.1111111111,5.5,0.3571428571,4,0.6666666667,0.2,0.09433962264,2,7,84.33565275,63.84037196,35.93095752,64.06904248,Good,64
654,5.8,0.2773722628,9,1,2,0.1111111111,6.3,0.4714285714,4,0.6666666667,1.55,0.7311320755,6,5,81.41109909,49.32256918,21.21017045,78.78982955,Good,79
655,13.1,0.8102189781,3,0.3333333333,8,0.7777777778,8.8,0.8285714286,0,0,0.24,0.1132075472,8,1,83.68745483,60.62264692,81.49184489,18.50815511,Very Bad,19
656,8.1,0.4452554745,3,0.3333333333,2,0.1111111111,6.7,0.5285714286,6,1,0.52,0.2452830189,5,7,77.90951791,31.94033897,5.952525233,94.04747477,Very Good,94
657,8,0.4379562044,2,0.2222222222,9,0.8888888889,5.4,0.3428571429,4,0.6666666667,0.16,0.07547169811,6,7,80.44592922,44.53136088,63.3711129,36.6288871,Bad,37
658,8,0.4379562044,6,0.6666666667,1,0,4.7,0.2428571429,1,0.1666666667,0.61,0.2877358491,10,10,85.95242817,71.86622118,36.57027433,63.42972567,Good,63
659,8.4,0.4671532847,2,0.2222222222,9,0.8888888889,7.3,0.6142857143,4,0.6666666667,0.37,0.1745283019,8,6,78.17024504,33.23461683,54.9989485,45.0010515,Neutral,45
660,7.7,0.4160583942,2,0.2222222222,1,0,6.8,0.5428571429,4,0.6666666667,0.23,0.108490566,6,4,78.49487565,34.84611852,2.063533599,97.9364664,Very Good,98
661,6.9,0.3576642336,9,1,10,1,7.5,0.6428571429,0,0,0.05,0.02358490566,9,8,86.33944557,73.78741769,100,0,Very Bad,0
662,6.9,0.3576642336,4,0.4444444444,10,1,4.3,0.1857142857,6,1,0.57,0.2688679245,9,2,80.57101191,45.15228496,68.28884473,31.71115527,Bad,32
663,7.9,0.4306569343,4,0.4444444444,2,0.1111111111,4.7,0.2428571429,3,0.5,1,0.4716981132,9,2,82.0324753,52.40714837,23.56418395,76.43581605,Good,76
664,6.9,0.3576642336,5,0.5555555556,6,0.5555555556,8.2,0.7428571429,4,0.6666666667,0.82,0.3867924528,6,2,77.86439316,31.71633481,33.66051289,66.33948711,Good,66
665,6.6,0.3357664234,7,0.7777777778,6,0.5555555556,7,0.5714285714,5,0.8333333333,0.69,0.3254716981,9,3,80.37323776,44.17051255,44.27147207,55.72852793,Neutral,56
666,8.2,0.4525547445,9,1,1,0,7.3,0.6142857143,4,0.6666666667,1.52,0.7169811321,3,6,82.07667054,52.62653831,21.05175727,78.94824273,Good,79
667,7.5,0.401459854,5,0.5555555556,7,0.6666666667,5.1,0.3,3,0.5,0.65,0.3066037736,5,1,82.83262789,56.37919292,61.17773799,38.82226201,Bad,39
668,11,0.6569343066,0,0,8,0.7777777778,5,0.2857142857,0,0,0.11,0.05188679245,2,2,84.07608161,62.55183257,76.47356064,23.52643936,Bad,24
669,2.7,0.05109489051,7,0.7777777778,2,0.1111111111,8,0.7142857143,3,0.5,0.58,0.2735849057,8,10,77.92454579,32.01493902,3.943201667,96.05679833,Very Good,96
670,10.2,0.598540146,7,0.7777777778,8,0.7777777778,8.1,0.7285714286,0,0,0.59,0.2783018868,4,2,85.26584471,68.45794611,86.26700594,13.73299406,Very Bad,14
671,10.5,0.6204379562,8,0.8888888889,9,0.8888888889,4.9,0.2714285714,1,0.1666666667,0.17,0.08018867925,6,1,90.15664072,92.73638999,100,0,Very Bad,0
672,3.9,0.1386861314,8,0.8888888889,6,0.5555555556,4.6,0.2285714286,0,0,0.6,0.2830188679,6,3,85.53732552,69.80560645,64.69253656,35.30746344,Bad,35
673,7.3,0.3868613139,1,0.1111111111,5,0.4444444444,6.3,0.4714285714,1,0.1666666667,0.2,0.09433962264,5,10,79.9420483,42.03004113,34.95980701,65.04019299,Good,65
674,7.3,0.3868613139,1,0.1111111111,9,0.8888888889,5.3,0.3285714286,1,0.1666666667,0.3,0.141509434,1,7,80.8962262,46.76668409,64.96879174,35.03120826,Bad,35
675,5.2,0.2335766423,2,0.2222222222,9,0.8888888889,5.3,0.3285714286,0,0,0.16,0.07547169811,7,1,81.18308598,48.19068729,64.87024394,35.12975606,Bad,35
676,6.4,0.3211678832,0,0,1,0,4.6,0.2285714286,5,0.8333333333,0.22,0.1037735849,10,7,77.63467973,30.57601234,0,100,Very Good,100
677,5.8,0.2773722628,3,0.3333333333,3,0.2222222222,5.8,0.4,2,0.3333333333,0.57,0.2688679245,8,5,79.83158426,41.48168563,19.26497728,80.73502272,Very Good,81
678,11.5,0.6934306569,3,0.3333333333,9,0.8888888889,4.8,0.2571428571,0,0,0.79,0.3726415094,1,9,86.05326434,72.36678291,93.10539018,6.89460982,Very Bad,7
679,9.9,0.5766423358,8,0.8888888889,2,0.1111111111,4.9,0.2714285714,4,0.6666666667,0.76,0.358490566,10,2,86.60547697,75.1080265,48.17476057,51.82523943,Neutral,52
680,10.5,0.6204379562,8,0.8888888889,4,0.3333333333,6.9,0.5571428571,5,0.8333333333,0.91,0.429245283,7,1,83.80803335,61.22121182,50.81597489,49.18402511,Neutral,49
681,9.4,0.5401459854,8,0.8888888889,4,0.3333333333,6.4,0.4857142857,5,0.8333333333,0.66,0.3113207547,4,9,84.04824033,62.41362541,50.49980435,49.50019565,Neutral,50
682,5.7,0.2700729927,9,1,2,0.1111111111,7.2,0.6,4,0.6666666667,0.23,0.108490566,6,8,82.800101,56.21772588,29.36790157,70.63209843,Good,71
683,7,0.3649635036,6,0.6666666667,3,0.2222222222,4,0.1428571429,2,0.3333333333,0.92,0.4339622642,9,10,84.77092884,66.00112985,42.26618398,57.73381602,Neutral,58
684,9,0.5109489051,1,0.1111111111,3,0.2222222222,6.5,0.5,5,0.8333333333,0.18,0.08490566038,5,6,78.32542197,34.004932,15.06993221,84.93006779,Very Good,85
685,5.6,0.2627737226,9,1,1,0,9.6,0.9428571429,1,0.1666666667,0.05,0.02358490566,8,5,82.32387379,53.8536822,23.67567763,76.32432237,Good,76
686,9.4,0.5401459854,4,0.4444444444,6,0.5555555556,5.9,0.4142857143,2,0.3333333333,0.02,0.009433962264,5,8,84.27166051,63.52270753,64.23595289,35.76404711,Bad,36
687,7.5,0.401459854,3,0.3333333333,8,0.7777777778,7.7,0.6714285714,6,1,1.04,0.4905660377,2,8,75.34757248,19.22256297,34.13341334,65.86658666,Good,66
688,7.3,0.3868613139,7,0.7777777778,3,0.2222222222,7.7,0.6714285714,4,0.6666666667,0.97,0.4575471698,4,5,80.22255144,43.42248928,25.0289894,74.9710106,Good,75
689,9.4,0.5401459854,1,0.1111111111,5,0.4444444444,7.8,0.6857142857,2,0.3333333333,0.74,0.3490566038,2,7,78.07507471,32.76218096,29.30064292,70.69935708,Good,71
690,8.9,0.503649635,5,0.5555555556,1,0,6.7,0.5285714286,0,0,1.04,0.4905660377,7,1,83.29010522,58.65016017,26.77273671,73.22726329,Good,73
691,7.3,0.3868613139,4,0.4444444444,10,1,7.3,0.6142857143,2,0.3333333333,0.06,0.02830188679,7,4,81.0633421,47.59626563,75.32818078,24.67181922,Bad,25
692,10.3,0.6058394161,1,0.1111111111,7,0.6666666667,7.5,0.6428571429,1,0.1666666667,0.67,0.3160377358,3,2,79.8736083,41.6902975,51.85500707,48.14499293,Neutral,48
693,5.8,0.2773722628,9,1,10,1,7.5,0.6428571429,0,0,0.44,0.2075471698,7,10,84.80067681,66.14880201,93.20567808,6.794321916,Very Bad,7
694,9.2,0.5255474453,0,0,1,0,4.8,0.2571428571,3,0.5,0.92,0.4339622642,1,3,79.46248254,39.64942448,5.139315718,94.86068428,Very Good,95
695,9.2,0.5255474453,7,0.7777777778,9,0.8888888889,3.9,0.1285714286,4,0.6666666667,0.44,0.2075471698,1,1,86.9522699,76.82954438,94.63587157,5.364128427,Very Bad,5
696,7.4,0.3941605839,1,0.1111111111,8,0.7777777778,4.2,0.1714285714,4,0.6666666667,0.31,0.1462264151,9,2,80.20749383,43.34774164,53.36002737,46.63997263,Neutral,47
697,8.7,0.4890510949,6,0.6666666667,7,0.6666666667,6.1,0.4428571429,2,0.3333333333,0.77,0.3632075472,6,1,83.89482362,61.65204816,68.79320046,31.20679954,Bad,31
698,5.5,0.2554744526,8,0.8888888889,10,1,7.4,0.6285714286,5,0.8333333333,0.94,0.4433962264,5,8,79.53036597,39.98640522,66.49228866,33.50771134,Bad,34
699,9.8,0.5693430657,8,0.8888888889,7,0.6666666667,4.8,0.2571428571,0,0,0.17,0.08018867925,6,4,90.42664419,94.07671664,100,0,Very Bad,0
700,7.6,0.4087591241,7,0.7777777778,5,0.4444444444,7.9,0.7,3,0.5,0.47,0.2216981132,6,3,81.82302101,51.36739445,46.86936296,53.13063704,Neutral,53
701,7,0.3649635036,9,1,5,0.4444444444,5.7,0.3857142857,0,0,0.03,0.0141509434,1,1,88.50731698,84.54896737,76.71002945,23.28997055,Bad,23
702,10.1,0.5912408759,8,0.8888888889,5,0.4444444444,5.8,0.4,4,0.6666666667,0.75,0.3537735849,5,2,85.74175886,70.8204358,65.28786975,34.71213025,Bad,35
703,6.6,0.3357664234,1,0.1111111111,1,0,5.2,0.3142857143,0,0,0.6,0.2830188679,9,3,80.60019194,45.2971378,9.501481059,90.49851894,Very Good,90
704,5.2,0.2335766423,5,0.5555555556,8,0.7777777778,3.7,0.1,3,0.5,0.8,0.3773584906,4,3,82.47077691,54.58292524,62.35631762,37.64368238,Bad,38
705,4.9,0.2116788321,3,0.3333333333,1,0,6.8,0.5428571429,5,0.8333333333,0.63,0.2971698113,3,6,75.91858527,22.05713259,0,100,Very Good,100
706,9.2,0.5255474453,3,0.3333333333,4,0.3333333333,9.1,0.8714285714,2,0.3333333333,0.47,0.2216981132,1,10,78.73058676,36.01621416,27.62269397,72.37730603,Good,72
707,5.4,0.2481751825,4,0.4444444444,9,0.8888888889,6.4,0.4857142857,1,0.1666666667,0.32,0.1509433962,2,8,80.88115284,46.69185833,65.07799223,34.92200777,Bad,35
708,11.5,0.6934306569,2,0.2222222222,9,0.8888888889,3.7,0.1,0,0,0.61,0.2877358491,3,6,86.76114095,75.88075947,95.07334466,4.926655343,Very Bad,5
709,3.8,0.1313868613,0,0,5,0.4444444444,7.7,0.6714285714,1,0.1666666667,1.18,0.5566037736,4,2,73.04935828,7.813977447,0,100,Very Good,100
710,11.4,0.6861313869,7,0.7777777778,4,0.3333333333,4.1,0.1571428571,4,0.6666666667,0.04,0.01886792453,7,2,89.08425487,87.41294988,73.85401678,26.14598322,Bad,26
711,8.4,0.4671532847,4,0.4444444444,3,0.2222222222,4.7,0.2428571429,2,0.3333333333,1.13,0.5330188679,6,7,82.81882245,56.31066124,34.52754988,65.47245012,Good,65
712,7.8,0.4233576642,2,0.2222222222,3,0.2222222222,6.1,0.4428571429,6,1,0.97,0.4575471698,8,1,76.6383086,25.62991756,5.187024394,94.81297561,Very Good,95
713,6.9,0.3576642336,9,1,5,0.4444444444,6.7,0.5285714286,2,0.3333333333,0.05,0.02358490566,9,1,85.92039795,71.70721968,65.13101304,34.86898696,Bad,35
714,8.8,0.496350365,6,0.6666666667,10,1,5,0.2857142857,0,0,0.07,0.03301886792,6,7,87.87904723,81.43016792,100,0,Very Bad,0
715,7.9,0.4306569343,6,0.6666666667,1,0,6.1,0.4428571429,5,0.8333333333,0.68,0.320754717,7,9,81.48069333,49.66804259,16.13860743,83.86139257,Very Good,84
716,10.2,0.598540146,0,0,5,0.4444444444,7.6,0.6571428571,2,0.3333333333,0.08,0.03773584906,4,5,79.24398187,38.56476339,35.44340606,64.55659394,Good,65
717,8.2,0.4525547445,8,0.8888888889,6,0.5555555556,7.8,0.6857142857,0,0,0.55,0.2594339623,2,1,85.11320842,67.70024298,70.28206574,29.71793426,Bad,30
718,8.3,0.4598540146,1,0.1111111111,7,0.6666666667,8.4,0.7714285714,0,0,0.26,0.1226415094,9,5,78.82543443,36.48704829,46.43999799,53.56000201,Neutral,54
719,7.3,0.3868613139,4,0.4444444444,9,0.8888888889,9.4,0.9142857143,1,0.1666666667,0.39,0.1839622642,9,1,78.70736726,35.90095001,59.8816399,40.1183601,Neutral,40
720,7.9,0.4306569343,4,0.4444444444,3,0.2222222222,7.7,0.6714285714,2,0.3333333333,0.62,0.2924528302,4,10,79.98755167,42.25592483,24.29194676,75.70805324,Good,76
721,8.6,0.4817518248,7,0.7777777778,2,0.1111111111,6.2,0.4571428571,0,0,0.61,0.2877358491,3,9,86.23165422,73.25232967,47.21388457,52.78611543,Neutral,53
722,4.6,0.1897810219,7,0.7777777778,3,0.2222222222,7.8,0.6857142857,1,0.1666666667,0.22,0.1037735849,10,4,81.55255715,50.0247824,29.85107216,70.14892784,Good,70
723,5.3,0.2408759124,6,0.6666666667,9,0.8888888889,7.2,0.6,3,0.5,0.22,0.1037735849,6,9,80.52699812,44.93379571,64.37708305,35.62291695,Bad,36
724,9.5,0.5474452555,6,0.6666666667,7,0.6666666667,7.3,0.6142857143,6,1,0.85,0.4009433962,3,2,80.28972659,43.75595401,53.06594264,46.93405736,Neutral,47
725,8.3,0.4598540146,5,0.5555555556,9,0.8888888889,6.8,0.5428571429,1,0.1666666667,1.09,0.5141509434,1,7,81.97685701,52.13105309,73.24472994,26.75527006,Bad,27
726,7.6,0.4087591241,5,0.5555555556,2,0.1111111111,5.1,0.3,1,0.1666666667,0.36,0.1698113208,4,2,84.78612374,66.07655898,37.68487659,62.31512341,Good,62
727,8,0.4379562044,8,0.8888888889,5,0.4444444444,5,0.2857142857,0,0,0.33,0.1556603774,1,4,88.58231736,84.92127744,76.81495837,23.18504163,Bad,23
728,8.7,0.4890510949,5,0.5555555556,4,0.3333333333,6.4,0.4857142857,4,0.6666666667,0.75,0.3537735849,2,6,81.3674801,49.10603978,36.58505431,63.41494569,Good,63
729,6.9,0.3576642336,1,0.1111111111,2,0.1111111111,6.7,0.5285714286,4,0.6666666667,0.18,0.08490566038,3,2,77.23067049,28.57046648,1.682375728,98.31762427,Very Good,98
730,6.4,0.3211678832,1,0.1111111111,9,0.8888888889,5.5,0.3571428571,5,0.8333333333,0.61,0.2877358491,8,2,76.75914813,26.22977818,43.91218141,56.08781859,Neutral,56
731,8.4,0.4671532847,4,0.4444444444,9,0.8888888889,7.1,0.5857142857,4,0.6666666667,0.78,0.3679245283,10,2,79.40300934,39.35419303,60.87705572,39.12294428,Bad,39
732,6,0.2919708029,3,0.3333333333,6,0.5555555556,9.6,0.9428571429,1,0.1666666667,0.84,0.3962264151,4,3,75.79194523,21.42847764,24.64133892,75.35866108,Good,75
733,8.8,0.496350365,1,0.1111111111,6,0.5555555556,3.9,0.1285714286,5,0.8333333333,0.47,0.2216981132,4,5,80.60369532,45.31452899,42.60102789,57.39897211,Neutral,57
734,4.6,0.1897810219,2,0.2222222222,8,0.7777777778,7.4,0.6285714286,0,0,0.12,0.05660377358,10,9,78.42060147,34.47741344,46.95319854,53.04680146,Neutral,53
735,10.1,0.5912408759,6,0.6666666667,6,0.5555555556,6.4,0.4857142857,2,0.3333333333,0.06,0.02830188679,9,6,85.91348693,71.6729126,73.67031958,26.32968042,Bad,26
736,8.9,0.503649635,7,0.7777777778,1,0,7.2,0.6,6,1,0.55,0.2594339623,7,9,81.42098272,49.37163263,18.14140997,81.85859003,Very Good,82
737,8.5,0.4744525547,5,0.5555555556,4,0.3333333333,5.9,0.4142857143,6,1,0.74,0.3490566038,2,10,80.47845786,44.6928366,31.279672,68.720328,Good,69
738,10,0.5839416058,4,0.4444444444,7,0.6666666667,6.3,0.4714285714,1,0.1666666667,1.25,0.5896226415,3,5,82.59838581,55.21638973,63.54563082,36.45436918,Bad,36
739,11.3,0.6788321168,0,0,2,0.1111111111,6.7,0.5285714286,1,0.1666666667,0.25,0.1179245283,4,6,81.42138496,49.37362937,25.84762692,74.15237308,Good,74
740,10,0.5839416058,7,0.7777777778,9,0.8888888889,6,0.4285714286,5,0.8333333333,0.25,0.1179245283,4,10,84.82803541,66.28461308,87.5986407,12.4013593,Very Bad,12
741,4.3,0.1678832117,2,0.2222222222,8,0.7777777778,4.2,0.1714285714,0,0,1.07,0.5047169811,10,8,80.0663134,42.64690661,50.39135149,49.60864851,Neutral,50
742,5.4,0.2481751825,5,0.5555555556,8,0.7777777778,6.1,0.4428571429,3,0.5,0.65,0.3066037736,8,3,80.15692403,43.09670766,54.36161008,45.63838992,Neutral,46
743,6.8,0.3503649635,2,0.2222222222,7,0.6666666667,4.4,0.2,1,0.1666666667,1.13,0.5330188679,10,2,80.88268527,46.69946548,49.91707601,50.08292399,Neutral,50
744,8.1,0.4452554745,6,0.6666666667,4,0.3333333333,7.5,0.6428571429,3,0.5,0.64,0.3018867925,10,3,81.43548377,49.44361738,38.058545,61.941455,Good,62
745,9,0.5109489051,6,0.6666666667,2,0.1111111111,3.7,0.1,3,0.5,0.08,0.03773584906,6,9,87.49187899,79.50822264,50.23555066,49.76444934,Neutral,50
746,6.5,0.3284671533,8,0.8888888889,3,0.2222222222,8,0.7142857143,4,0.6666666667,0.17,0.08018867925,3,6,81.69407555,50.72729513,32.23123974,67.76876026,Good,68
747,8.4,0.4671532847,4,0.4444444444,6,0.5555555556,7.1,0.5857142857,0,0,0.28,0.1320754717,9,10,83.01307223,57.27493827,58.92737019,41.07262981,Neutral,41
748,6.5,0.3284671533,7,0.7777777778,5,0.4444444444,7.2,0.6,6,1,0.83,0.391509434,10,4,79.14085602,38.05283542,31.6556183,68.3443817,Good,68
749,6.8,0.3503649635,9,1,8,0.7777777778,3.3,0.04285714286,6,1,1.09,0.5141509434,8,10,85.10418872,67.65546819,76.11983132,23.88016868,Bad,24
750,5.2,0.2335766423,9,1,6,0.5555555556,6,0.4285714286,3,0.5,1.42,0.6698113208,9,3,82.22794971,53.37750461,51.0945626,48.9054374,Neutral,49
751,6.2,0.3065693431,7,0.7777777778,6,0.5555555556,8.2,0.7428571429,6,1,0.92,0.4339622642,5,2,77.60920945,30.44957511,31.87364546,68.12635454,Good,68
752,5.3,0.2408759124,0,0,1,0,5.7,0.3857142857,0,0,1.08,0.5094339623,3,4,77.28530899,28.84169795,0,100,Very Good,100
